"id","age","gender","education","endline_vaccine_attitude","endline_vaccination_status","treatment"
2875,50,"Male","Associate Degree","Okay","Yes","control group"
2876,18,"Male","Graduate Degree","Good","Yes","control group"
2877,37,"Female","Bachelor's Degree","Okay","Yes","reason"
2878,48,"Female","Bachelor's Degree","Excellent","Yes","control group"
2879,48,"Male","High School","Bad","Yes","emotions"
2880,27,"Non-binary","Bachelor's Degree","Bad","Yes","control group"
2881,78,"Female","Associate Degree","Excellent","Yes","emotions"
2882,77,"Non-binary","Graduate Degree","Terrible","Yes","emotions"
2883,54,"Female","Bachelor's Degree","Terrible","No","emotions"
2884,27,"Non-binary","Associate Degree","Bad","Yes","reason"
2886,18,"Female","Bachelor's Degree","Good","Yes","reason"
2887,27,"Female","Associate Degree","Excellent","No","control group"
2888,18,"Non-binary","Bachelor's Degree","Good","No","emotions"
2889,50,"Male","Associate Degree","Excellent","Yes","control group"
2890,18,"Non-binary","Bachelor's Degree","Excellent","Yes","emotions"
2891,18,"Female","High School","Good","No","emotions"
2892,54,"Male","Bachelor's Degree","Good","Yes","reason"
2893,48,"Non-binary","Bachelor's Degree","Terrible","Yes","emotions"
2894,63,"Non-binary","Bachelor's Degree","Excellent","Yes","emotions"
2895,50,"Female","Graduate Degree","Okay","Yes","control group"
2896,39,"Non-binary","Bachelor's Degree","Terrible","Yes","control group"
2898,18,"Female","Associate Degree","Excellent","No","control group"
2899,42,"Male","Bachelor's Degree","Good","Yes","reason"
2900,44,"Male","Associate Degree","Good","No","emotions"
2901,56,"Male","High School","Bad","Yes","control group"
2902,39,"Male","Associate Degree","Okay","Yes","reason"
2903,42,"Non-binary","Associate Degree","Good","Yes","reason"
2904,18,"Female","High School","Okay","Yes","reason"
2905,51,"Non-binary","Bachelor's Degree","Bad","Yes","reason"
2906,18,"Male","Associate Degree","Bad","No","reason"
2907,44,"Male","Bachelor's Degree","Good","Yes","emotions"
2908,48,"Non-binary","High School","Bad","No","emotions"
2909,69,"Female","High School","Good","Yes","emotions"
2910,59,"Female","Associate Degree","Terrible","Yes","emotions"
2912,18,"Male","High School","Okay","No","control group"
2913,72,"Female","Associate Degree","Okay","Yes","emotions"
2914,31,"Non-binary","Associate Degree","Excellent","Yes","reason"
2916,27,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
2917,18,"Non-binary","Associate Degree","Okay","No","reason"
2918,54,"Male","Associate Degree","Excellent","Yes","reason"
2919,40,"Female","Bachelor's Degree","Okay","Yes","reason"
2920,65,"Non-binary","Graduate Degree","Good","Yes","control group"
2921,30,"Non-binary","Bachelor's Degree","Okay","Yes","reason"
2922,21,"Non-binary","Associate Degree","Bad","Yes","emotions"
2923,55,"Male","Graduate Degree","Good","Yes","emotions"
2924,35,"Female","Associate Degree","Bad","Yes","control group"
2925,62,"Female","Graduate Degree","Terrible","Yes","control group"
2926,53,"Female","Associate Degree","Okay","Yes","control group"
2927,35,"Male","Associate Degree","Excellent","Yes","emotions"
2928,44,"Male","High School","Okay","No","control group"
2929,47,"Male","Graduate Degree","Terrible","No","emotions"
2930,18,"Female","Bachelor's Degree","Terrible","Yes","reason"
2931,28,"Non-binary","Associate Degree","Good","Yes","control group"
2932,46,"Male","Associate Degree","Good","Yes","emotions"
2933,77,"Male","Bachelor's Degree","Excellent","Yes","control group"
2934,56,"Male","Graduate Degree","Okay","Yes","reason"
2935,50,"Female","High School","Okay","No","emotions"
2936,59,"Male","Associate Degree","Bad","No","control group"
2937,49,"Non-binary","Bachelor's Degree","Excellent","Yes","reason"
2939,64,"Female","High School","Excellent","Yes","emotions"
2940,18,"Female","Bachelor's Degree","Excellent","Yes","emotions"
2941,20,"Non-binary","Bachelor's Degree","Good","Yes","reason"
2942,46,"Female","Graduate Degree","Terrible","Yes","reason"
2943,74,"Female","High School","Bad","Yes","control group"
2944,29,"Non-binary","Graduate Degree","Okay","Yes","control group"
2945,61,"Female","High School","Good","Yes","emotions"
2946,36,"Non-binary","Bachelor's Degree","Terrible","Yes","control group"
2947,50,"Female","Graduate Degree","Okay","Yes","reason"
2948,18,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
2950,78,"Non-binary","Associate Degree","Okay","No","reason"
2951,40,"Non-binary","Graduate Degree","Good","Yes","emotions"
2952,41,"Non-binary","Bachelor's Degree","Good","Yes","reason"
2954,64,"Female","Associate Degree","Good","Yes","emotions"
2955,37,"Non-binary","Associate Degree","Terrible","Yes","emotions"
2956,49,"Non-binary","Bachelor's Degree","Excellent","Yes","control group"
2957,47,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
2958,48,"Female","Associate Degree","Good","Yes","reason"
2959,32,"Male","Associate Degree","Excellent","No","control group"
2960,78,"Female","Bachelor's Degree","Terrible","Yes","control group"
2962,37,"Female","Associate Degree","Bad","Yes","reason"
2963,72,"Female","Bachelor's Degree","Excellent","Yes","reason"
2964,33,"Female","Associate Degree","Good","No","emotions"
2965,18,"Non-binary","Bachelor's Degree","Bad","Yes","emotions"
2966,18,"Female","Bachelor's Degree","Terrible","No","emotions"
2967,38,"Male","Bachelor's Degree","Excellent","Yes","emotions"
2968,28,"Female","Associate Degree","Okay","Yes","control group"
2969,36,"Non-binary","Bachelor's Degree","Good","Yes","emotions"
2970,42,"Male","High School","Terrible","Yes","reason"
2971,80,"Female","Graduate Degree","Good","Yes","reason"
2972,53,"Female","Associate Degree","Excellent","Yes","control group"
2973,36,"Male","Graduate Degree","Okay","No","emotions"
2974,65,"Female","Associate Degree","Bad","No","control group"
2975,34,"Male","High School","Excellent","No","control group"
2977,63,"Male","Associate Degree","Okay","No","control group"
2978,38,"Non-binary","High School","Okay","Yes","reason"
2979,18,"Male","High School","Bad","Yes","control group"
2980,30,"Male","Bachelor's Degree","Bad","Yes","emotions"
2981,77,"Male","Associate Degree","Bad","Yes","emotions"
2982,36,"Female","Bachelor's Degree","Bad","Yes","emotions"
2983,63,"Male","Graduate Degree","Okay","No","emotions"
2984,49,"Non-binary","High School","Excellent","No","emotions"
2985,41,"Female","Graduate Degree","Terrible","Yes","emotions"
2986,18,"Female","Graduate Degree","Terrible","Yes","emotions"
2987,54,"Female","Bachelor's Degree","Good","No","emotions"
2988,28,"Female","Graduate Degree","Terrible","Yes","reason"
2990,29,"Non-binary","Bachelor's Degree","Excellent","No","reason"
2992,18,"Female","High School","Bad","Yes","control group"
2993,18,"Female","Bachelor's Degree","Excellent","Yes","emotions"
2994,51,"Female","High School","Bad","Yes","emotions"
2995,55,"Male","High School","Good","Yes","reason"
2997,35,"Non-binary","Bachelor's Degree","Good","Yes","reason"
2998,73,"Female","High School","Excellent","Yes","reason"
2999,18,"Male","High School","Okay","No","control group"
3000,18,"Non-binary","Associate Degree","Good","Yes","reason"
3001,55,"Non-binary","Associate Degree","Terrible","Yes","emotions"
3002,48,"Non-binary","Associate Degree","Bad","Yes","control group"
3003,66,"Female","Associate Degree","Excellent","Yes","emotions"
3004,24,"Male","High School","Bad","Yes","emotions"
3005,18,"Male","Bachelor's Degree","Excellent","Yes","emotions"
3006,59,"Non-binary","Bachelor's Degree","Bad","Yes","control group"
3007,76,"Female","Graduate Degree","Terrible","Yes","reason"
3008,39,"Non-binary","Associate Degree","Bad","No","control group"
3010,72,"Male","Associate Degree","Terrible","Yes","emotions"
3011,50,"Female","High School","Okay","Yes","reason"
3012,49,"Non-binary","Bachelor's Degree","Excellent","Yes","control group"
3013,18,"Male","Associate Degree","Terrible","Yes","emotions"
3014,80,"Male","Bachelor's Degree","Bad","Yes","control group"
3018,18,"Female","Associate Degree","Okay","Yes","control group"
3019,34,"Female","Bachelor's Degree","Excellent","Yes","reason"
3020,19,"Male","Associate Degree","Excellent","No","emotions"
3021,41,"Non-binary","Graduate Degree","Bad","Yes","control group"
3022,71,"Male","Graduate Degree","Bad","Yes","emotions"
3023,59,"Male","High School","Terrible","Yes","reason"
3024,18,"Male","Graduate Degree","Excellent","Yes","control group"
3025,43,"Female","Bachelor's Degree","Good","Yes","reason"
3026,19,"Male","Graduate Degree","Excellent","Yes","reason"
3027,18,"Female","Bachelor's Degree","Okay","No","control group"
3029,18,"Non-binary","High School","Bad","Yes","emotions"
3030,20,"Female","Associate Degree","Bad","Yes","reason"
3031,67,"Male","Bachelor's Degree","Good","No","control group"
3032,18,"Female","High School","Terrible","Yes","reason"
3033,47,"Male","High School","Okay","Yes","control group"
3035,37,"Female","High School","Good","Yes","emotions"
3036,40,"Female","Associate Degree","Terrible","Yes","emotions"
3037,33,"Non-binary","Graduate Degree","Bad","Yes","reason"
3038,38,"Non-binary","High School","Excellent","Yes","emotions"
3039,73,"Female","Associate Degree","Okay","No","emotions"
3040,71,"Non-binary","Bachelor's Degree","Excellent","No","emotions"
3041,49,"Female","Associate Degree","Excellent","No","control group"
3042,31,"Non-binary","Bachelor's Degree","Okay","Yes","emotions"
3043,64,"Female","High School","Excellent","No","reason"
3044,18,"Female","Bachelor's Degree","Bad","Yes","emotions"
3045,39,"Female","Graduate Degree","Okay","Yes","control group"
3046,44,"Female","Bachelor's Degree","Terrible","No","reason"
3047,55,"Non-binary","Bachelor's Degree","Excellent","No","control group"
3048,32,"Non-binary","Associate Degree","Good","No","control group"
3049,80,"Male","High School","Good","Yes","control group"
3050,22,"Non-binary","Graduate Degree","Bad","Yes","reason"
3051,19,"Male","Bachelor's Degree","Bad","Yes","reason"
3052,80,"Male","Bachelor's Degree","Excellent","Yes","emotions"
3053,51,"Male","Associate Degree","Bad","Yes","reason"
3054,31,"Non-binary","Graduate Degree","Terrible","Yes","emotions"
3056,50,"Male","Associate Degree","Okay","Yes","reason"
3058,18,"Non-binary","Associate Degree","Terrible","Yes","emotions"
3059,38,"Female","Associate Degree","Terrible","Yes","control group"
3060,52,"Non-binary","Bachelor's Degree","Good","Yes","reason"
3061,49,"Male","Bachelor's Degree","Okay","Yes","reason"
3062,18,"Non-binary","High School","Good","Yes","control group"
3063,79,"Female","High School","Bad","Yes","emotions"
3066,62,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
3067,42,"Male","Associate Degree","Bad","Yes","reason"
3068,69,"Male","Bachelor's Degree","Terrible","No","control group"
3069,80,"Male","Bachelor's Degree","Bad","Yes","reason"
3070,62,"Female","High School","Okay","Yes","control group"
3071,60,"Female","Graduate Degree","Terrible","Yes","reason"
3072,19,"Female","Bachelor's Degree","Excellent","Yes","control group"
3073,74,"Male","Bachelor's Degree","Good","Yes","emotions"
3074,39,"Non-binary","Bachelor's Degree","Bad","Yes","control group"
3075,48,"Non-binary","High School","Bad","No","control group"
3076,42,"Female","Associate Degree","Okay","Yes","control group"
3077,36,"Male","High School","Excellent","Yes","emotions"
3078,80,"Female","Associate Degree","Bad","Yes","reason"
3079,80,"Non-binary","Bachelor's Degree","Okay","Yes","control group"
3080,23,"Female","Graduate Degree","Good","No","control group"
3081,32,"Female","Graduate Degree","Excellent","Yes","emotions"
3082,40,"Female","Graduate Degree","Bad","Yes","reason"
3083,18,"Male","Graduate Degree","Excellent","Yes","emotions"
3084,52,"Male","Associate Degree","Good","No","control group"
3085,52,"Male","Associate Degree","Bad","Yes","control group"
3086,67,"Non-binary","High School","Terrible","Yes","control group"
3087,23,"Female","Bachelor's Degree","Good","Yes","control group"
3088,60,"Male","Bachelor's Degree","Good","No","control group"
3089,58,"Male","High School","Terrible","Yes","emotions"
3090,37,"Male","Bachelor's Degree","Good","Yes","emotions"
3091,18,"Female","High School","Terrible","Yes","control group"
3092,35,"Male","Graduate Degree","Terrible","Yes","reason"
3093,73,"Female","High School","Bad","Yes","reason"
3094,54,"Female","Graduate Degree","Excellent","No","reason"
3096,18,"Female","Associate Degree","Excellent","Yes","control group"
3097,40,"Female","Associate Degree","Good","No","emotions"
3098,52,"Female","Bachelor's Degree","Okay","No","reason"
3099,18,"Female","Graduate Degree","Bad","No","control group"
3100,30,"Male","Graduate Degree","Excellent","No","control group"
3101,46,"Non-binary","Bachelor's Degree","Okay","No","emotions"
3102,43,"Female","High School","Okay","Yes","reason"
3103,59,"Female","Bachelor's Degree","Bad","Yes","reason"
3104,37,"Female","Bachelor's Degree","Terrible","Yes","emotions"
3105,39,"Female","Graduate Degree","Okay","No","reason"
3106,62,"Female","Associate Degree","Okay","No","control group"
3107,41,"Non-binary","Graduate Degree","Excellent","Yes","reason"
3108,18,"Female","Bachelor's Degree","Terrible","Yes","reason"
3110,55,"Female","Associate Degree","Good","Yes","emotions"
3111,55,"Female","Associate Degree","Good","Yes","emotions"
3112,54,"Male","Associate Degree","Good","Yes","emotions"
3113,51,"Male","Graduate Degree","Excellent","No","emotions"
3114,63,"Male","Associate Degree","Excellent","Yes","emotions"
3115,31,"Female","High School","Good","Yes","control group"
3116,68,"Non-binary","Associate Degree","Excellent","No","reason"
3117,18,"Male","Associate Degree","Good","Yes","reason"
3119,32,"Female","Associate Degree","Good","No","emotions"
3120,54,"Male","Associate Degree","Bad","Yes","emotions"
3122,30,"Female","Associate Degree","Good","Yes","emotions"
3123,41,"Male","Bachelor's Degree","Terrible","No","reason"
3124,46,"Male","High School","Okay","Yes","control group"
3125,40,"Female","Bachelor's Degree","Good","Yes","emotions"
3126,36,"Male","High School","Excellent","No","emotions"
3127,22,"Male","Associate Degree","Okay","Yes","control group"
3128,64,"Male","High School","Okay","Yes","reason"
3129,41,"Female","Bachelor's Degree","Good","No","emotions"
3130,45,"Non-binary","Associate Degree","Excellent","Yes","reason"
3131,67,"Male","Associate Degree","Good","Yes","emotions"
3134,34,"Male","Bachelor's Degree","Good","Yes","emotions"
3135,53,"Male","Bachelor's Degree","Good","No","control group"
3136,73,"Non-binary","Associate Degree","Okay","No","control group"
3137,18,"Female","Bachelor's Degree","Bad","Yes","control group"
3138,18,"Male","Bachelor's Degree","Excellent","Yes","reason"
3139,42,"Non-binary","Graduate Degree","Excellent","Yes","emotions"
3140,28,"Male","Associate Degree","Terrible","No","control group"
3142,65,"Non-binary","Associate Degree","Good","Yes","emotions"
3143,18,"Female","Associate Degree","Bad","No","control group"
3144,18,"Non-binary","Bachelor's Degree","Excellent","Yes","reason"
3145,57,"Male","Bachelor's Degree","Bad","Yes","reason"
3146,48,"Female","High School","Bad","Yes","control group"
3147,80,"Male","Associate Degree","Terrible","Yes","emotions"
3148,44,"Female","Bachelor's Degree","Okay","No","control group"
3149,77,"Non-binary","Graduate Degree","Excellent","Yes","reason"
3150,18,"Female","Associate Degree","Terrible","Yes","emotions"
3151,19,"Male","Bachelor's Degree","Good","Yes","reason"
3152,43,"Male","Associate Degree","Excellent","Yes","reason"
