"id","age","gender","education","baseline_vaccine_attitude","baseline_vaccination_status"
3163,48,"Male","Bachelor's Degree","Okay","Yes"
3164,18,"Male","Bachelor's Degree","Okay","Yes"
3165,18,"Female","High School","Terrible","No"
3166,43,"Non-binary","High School","Bad","Yes"
3167,75,"Male","High School","Bad","Yes"
3168,59,"Male","Bachelor's Degree","Terrible","No"
3169,38,"Non-binary","Associate Degree","Excellent","Yes"
3170,65,"Male","Associate Degree","Bad","No"
3171,37,"Non-binary","High School","Good","No"
3172,40,"Female","Bachelor's Degree","Good","No"
3173,71,"Non-binary","Bachelor's Degree","Bad","No"
3174,18,"Male","Graduate Degree","Excellent","No"
3175,37,"Non-binary","Associate Degree","Terrible","Yes"
3176,23,"Non-binary","High School","Okay","No"
3177,29,"Male","Bachelor's Degree","Okay","Yes"
3178,18,"Female","High School","Good","No"
3179,42,"Female","Graduate Degree","Okay","Yes"
3180,60,"Male","Graduate Degree","Terrible","No"
3181,38,"Female","Associate Degree","Okay","No"
3182,34,"Male","High School","Okay","No"
3183,52,"Female","Associate Degree","Okay","No"
3184,67,"Male","Associate Degree","Terrible","Yes"
3185,60,"Female","Bachelor's Degree","Excellent","No"
3186,56,"Non-binary","Associate Degree","Okay","Yes"
3187,68,"Female","Bachelor's Degree","Excellent","No"
3188,20,"Non-binary","Associate Degree","Excellent","Yes"
3189,39,"Male","Associate Degree","Okay","Yes"
3190,59,"Male","Graduate Degree","Good","Yes"
3191,28,"Female","Associate Degree","Terrible","Yes"
3192,54,"Female","Graduate Degree","Okay","No"
3193,42,"Male","Associate Degree","Good","No"
3194,61,"Female","High School","Terrible","Yes"
3195,18,"Male","Bachelor's Degree","Good","No"
3196,47,"Non-binary","Bachelor's Degree","Bad","No"
3197,60,"Non-binary","Graduate Degree","Okay","No"
3198,51,"Female","Bachelor's Degree","Good","Yes"
3199,69,"Male","Bachelor's Degree","Bad","No"
3200,39,"Male","Graduate Degree","Bad","No"
3201,38,"Male","High School","Terrible","Yes"
3202,57,"Male","High School","Good","No"
3203,36,"Non-binary","High School","Okay","Yes"
3204,69,"Male","Bachelor's Degree","Bad","No"
3205,80,"Female","Associate Degree","Good","Yes"
3206,29,"Female","Graduate Degree","Good","No"
3207,18,"Female","Bachelor's Degree","Excellent","No"
3208,66,"Non-binary","Associate Degree","Good","Yes"
3209,54,"Non-binary","Bachelor's Degree","Terrible","Yes"
3210,54,"Female","Graduate Degree","Excellent","Yes"
3211,21,"Female","Graduate Degree","Good","No"
3212,43,"Non-binary","High School","Good","Yes"
3213,61,"Male","High School","Okay","No"
3214,33,"Male","Graduate Degree","Bad","Yes"
3215,47,"Female","Bachelor's Degree","Okay","No"
3216,18,"Male","Associate Degree","Bad","No"
3217,64,"Non-binary","Graduate Degree","Okay","Yes"
3218,18,"Male","High School","Bad","Yes"
3219,18,"Male","Bachelor's Degree","Okay","Yes"
3220,66,"Male","Bachelor's Degree","Bad","Yes"
3221,55,"Non-binary","Bachelor's Degree","Excellent","Yes"
3222,29,"Non-binary","Associate Degree","Terrible","No"
3223,32,"Non-binary","Bachelor's Degree","Good","No"
3224,58,"Non-binary","Bachelor's Degree","Okay","No"
3225,62,"Non-binary","Associate Degree","Terrible","No"
3226,39,"Non-binary","High School","Excellent","Yes"
3227,27,"Male","High School","Okay","No"
3228,32,"Non-binary","Associate Degree","Okay","No"
3229,49,"Female","Associate Degree","Bad","No"
3230,36,"Non-binary","High School","Terrible","No"
3231,20,"Male","Associate Degree","Excellent","Yes"
3232,22,"Female","Associate Degree","Okay","No"
3233,40,"Non-binary","Associate Degree","Good","No"
3234,40,"Female","High School","Excellent","No"
3235,30,"Female","Bachelor's Degree","Bad","No"
3236,36,"Female","Bachelor's Degree","Okay","No"
3237,44,"Female","Bachelor's Degree","Bad","No"
3238,50,"Female","Graduate Degree","Excellent","No"
3239,73,"Male","Bachelor's Degree","Good","Yes"
3240,80,"Non-binary","Associate Degree","Okay","Yes"
3241,50,"Female","Graduate Degree","Terrible","Yes"
3242,22,"Female","Graduate Degree","Bad","Yes"
3243,55,"Male","Associate Degree","Good","No"
3244,18,"Male","Graduate Degree","Excellent","No"
3245,70,"Female","Associate Degree","Okay","No"
3246,23,"Non-binary","Graduate Degree","Bad","No"
3247,46,"Non-binary","Associate Degree","Okay","Yes"
3248,79,"Male","Bachelor's Degree","Good","Yes"
3249,54,"Male","Bachelor's Degree","Bad","No"
3250,40,"Female","High School","Bad","Yes"
3251,53,"Female","Bachelor's Degree","Excellent","No"
3252,73,"Male","Associate Degree","Okay","Yes"
3253,23,"Female","Associate Degree","Terrible","Yes"
3254,52,"Female","Associate Degree","Excellent","No"
3255,67,"Male","Graduate Degree","Good","No"
3256,29,"Female","Associate Degree","Good","Yes"
3257,51,"Non-binary","Associate Degree","Excellent","No"
3258,39,"Female","High School","Bad","No"
3259,42,"Male","Bachelor's Degree","Good","Yes"
3260,62,"Non-binary","Bachelor's Degree","Excellent","No"
3261,37,"Male","Graduate Degree","Bad","No"
3262,37,"Male","Associate Degree","Okay","Yes"
3263,32,"Female","High School","Okay","Yes"
3264,23,"Female","Associate Degree","Okay","No"
3265,18,"Male","Bachelor's Degree","Okay","Yes"
3266,26,"Non-binary","Associate Degree","Good","Yes"
3267,74,"Non-binary","Graduate Degree","Excellent","No"
3268,39,"Non-binary","High School","Okay","Yes"
3269,18,"Non-binary","Associate Degree","Terrible","Yes"
3270,28,"Male","Associate Degree","Okay","Yes"
3271,18,"Male","Associate Degree","Okay","Yes"
3272,18,"Female","Graduate Degree","Terrible","Yes"
3273,59,"Male","Graduate Degree","Good","No"
3274,34,"Non-binary","Bachelor's Degree","Good","Yes"
3275,54,"Female","Graduate Degree","Okay","No"
3276,27,"Male","Bachelor's Degree","Terrible","Yes"
3277,18,"Non-binary","High School","Okay","No"
3278,28,"Female","High School","Bad","Yes"
3279,24,"Male","Graduate Degree","Excellent","Yes"
3280,21,"Male","Graduate Degree","Okay","No"
3281,40,"Non-binary","Bachelor's Degree","Excellent","No"
3282,60,"Male","High School","Okay","Yes"
3283,41,"Non-binary","High School","Okay","No"
3284,18,"Male","Bachelor's Degree","Okay","Yes"
3285,78,"Female","Bachelor's Degree","Okay","No"
3286,64,"Non-binary","Associate Degree","Terrible","Yes"
3287,80,"Non-binary","Associate Degree","Okay","No"
3288,35,"Male","Associate Degree","Okay","No"
3289,80,"Male","High School","Okay","Yes"
3290,45,"Male","Bachelor's Degree","Excellent","Yes"
3291,33,"Male","Associate Degree","Bad","Yes"
3292,23,"Non-binary","High School","Good","Yes"
3293,18,"Non-binary","High School","Okay","No"
3294,61,"Non-binary","Associate Degree","Terrible","Yes"
3295,66,"Female","Associate Degree","Terrible","No"
3296,63,"Female","Graduate Degree","Bad","No"
3297,54,"Non-binary","Graduate Degree","Bad","Yes"
3298,46,"Male","Graduate Degree","Terrible","Yes"
3299,45,"Non-binary","Associate Degree","Okay","No"
3300,80,"Non-binary","Bachelor's Degree","Terrible","No"
3301,31,"Male","Associate Degree","Bad","Yes"
3302,26,"Male","Associate Degree","Good","Yes"
3303,48,"Non-binary","High School","Good","No"
3304,28,"Male","High School","Excellent","No"
3305,18,"Male","Bachelor's Degree","Excellent","Yes"
3306,22,"Male","Associate Degree","Okay","No"
3307,50,"Non-binary","Graduate Degree","Excellent","Yes"
3308,78,"Female","Bachelor's Degree","Terrible","Yes"
3309,71,"Male","Bachelor's Degree","Terrible","Yes"
3310,18,"Male","High School","Terrible","No"
3311,44,"Female","Associate Degree","Good","No"
3312,80,"Female","High School","Excellent","Yes"
3313,68,"Non-binary","High School","Terrible","No"
3314,59,"Non-binary","High School","Okay","No"
3315,44,"Male","Graduate Degree","Good","No"
3316,64,"Non-binary","High School","Okay","Yes"
3317,62,"Female","High School","Excellent","No"
3318,36,"Female","Associate Degree","Good","No"
3319,24,"Male","Bachelor's Degree","Okay","Yes"
3320,34,"Male","Graduate Degree","Good","No"
3321,18,"Female","High School","Good","No"
3322,58,"Male","Graduate Degree","Terrible","No"
3323,38,"Male","Bachelor's Degree","Terrible","No"
3324,18,"Non-binary","High School","Okay","Yes"
3325,18,"Female","Associate Degree","Terrible","No"
3326,48,"Male","High School","Okay","No"
3327,60,"Male","High School","Good","No"
3328,48,"Female","High School","Okay","No"
3329,18,"Male","Associate Degree","Okay","Yes"
3330,25,"Male","Associate Degree","Okay","No"
3331,80,"Male","Graduate Degree","Okay","Yes"
3332,69,"Non-binary","Graduate Degree","Okay","No"
3333,46,"Male","Bachelor's Degree","Good","No"
3334,38,"Female","Associate Degree","Excellent","Yes"
3335,39,"Non-binary","Graduate Degree","Good","No"
3336,56,"Male","High School","Okay","Yes"
3337,36,"Male","Bachelor's Degree","Good","No"
3338,29,"Non-binary","Bachelor's Degree","Good","Yes"
3339,35,"Male","High School","Okay","Yes"
3340,41,"Female","High School","Terrible","No"
3341,59,"Non-binary","Associate Degree","Excellent","Yes"
3342,18,"Non-binary","High School","Good","No"
3343,79,"Non-binary","Associate Degree","Excellent","No"
3344,44,"Male","Graduate Degree","Bad","No"
3345,48,"Female","Bachelor's Degree","Good","Yes"
3346,53,"Non-binary","Associate Degree","Bad","No"
3347,27,"Female","Bachelor's Degree","Okay","Yes"
3348,18,"Non-binary","High School","Bad","Yes"
3349,20,"Non-binary","Bachelor's Degree","Excellent","No"
3350,51,"Male","High School","Okay","Yes"
3351,53,"Male","Associate Degree","Terrible","No"
3352,18,"Male","Graduate Degree","Bad","Yes"
3353,38,"Non-binary","Bachelor's Degree","Good","Yes"
3354,18,"Non-binary","High School","Bad","Yes"
3355,48,"Female","Graduate Degree","Bad","Yes"
3356,30,"Female","Associate Degree","Okay","No"
3357,24,"Female","Bachelor's Degree","Terrible","No"
3358,46,"Male","Bachelor's Degree","Bad","Yes"
3359,63,"Male","High School","Okay","Yes"
3360,18,"Male","Associate Degree","Bad","No"
3361,30,"Female","Graduate Degree","Bad","Yes"
3362,78,"Female","Bachelor's Degree","Good","No"
3363,51,"Non-binary","Bachelor's Degree","Good","Yes"
3364,80,"Male","Bachelor's Degree","Okay","No"
3365,18,"Female","Graduate Degree","Okay","Yes"
3366,43,"Male","High School","Bad","Yes"
3367,22,"Female","Associate Degree","Okay","No"
3368,64,"Non-binary","Associate Degree","Excellent","Yes"
3369,67,"Male","Associate Degree","Okay","No"
3370,49,"Female","High School","Terrible","No"
3371,74,"Non-binary","High School","Okay","No"
3372,59,"Female","Bachelor's Degree","Terrible","Yes"
3373,18,"Female","Associate Degree","Bad","Yes"
3374,35,"Female","High School","Okay","No"
3375,60,"Male","Associate Degree","Bad","Yes"
3376,18,"Non-binary","Bachelor's Degree","Excellent","Yes"
3377,46,"Non-binary","Bachelor's Degree","Terrible","Yes"
3378,31,"Male","Bachelor's Degree","Okay","No"
3379,32,"Non-binary","High School","Excellent","No"
3380,18,"Male","Associate Degree","Okay","Yes"
3381,47,"Female","High School","Okay","Yes"
3382,45,"Female","Bachelor's Degree","Terrible","No"
3383,52,"Non-binary","Bachelor's Degree","Terrible","Yes"
3384,47,"Non-binary","Bachelor's Degree","Terrible","Yes"
3385,49,"Female","Bachelor's Degree","Excellent","No"
3386,51,"Non-binary","Associate Degree","Good","No"
3387,27,"Male","Graduate Degree","Terrible","Yes"
3388,60,"Female","High School","Terrible","Yes"
3389,62,"Male","Associate Degree","Okay","Yes"
3390,42,"Female","Bachelor's Degree","Excellent","Yes"
3391,35,"Male","High School","Good","No"
3392,42,"Non-binary","High School","Bad","No"
3393,59,"Male","Bachelor's Degree","Terrible","No"
3394,30,"Non-binary","Graduate Degree","Okay","Yes"
3395,57,"Non-binary","High School","Okay","No"
3396,54,"Male","Bachelor's Degree","Bad","No"
3397,18,"Female","Associate Degree","Bad","No"
3398,26,"Non-binary","Associate Degree","Okay","Yes"
3399,18,"Non-binary","Associate Degree","Bad","Yes"
3400,63,"Non-binary","Bachelor's Degree","Okay","Yes"
3401,19,"Non-binary","Associate Degree","Good","Yes"
3402,31,"Male","Associate Degree","Bad","No"
3403,35,"Male","Bachelor's Degree","Okay","No"
3404,64,"Male","Associate Degree","Good","Yes"
3405,51,"Female","High School","Excellent","Yes"
3406,38,"Male","High School","Terrible","Yes"
3407,26,"Non-binary","Bachelor's Degree","Good","Yes"
3408,50,"Non-binary","Bachelor's Degree","Good","No"
3409,38,"Non-binary","Associate Degree","Okay","No"
3410,18,"Female","Bachelor's Degree","Terrible","Yes"
3411,59,"Male","Associate Degree","Excellent","No"
3412,49,"Female","Graduate Degree","Terrible","No"
3413,31,"Non-binary","Associate Degree","Okay","Yes"
3414,43,"Male","Associate Degree","Okay","Yes"
3415,25,"Non-binary","Bachelor's Degree","Okay","Yes"
3416,80,"Non-binary","Bachelor's Degree","Excellent","Yes"
3417,42,"Female","Graduate Degree","Excellent","Yes"
3418,68,"Female","Bachelor's Degree","Good","Yes"
3419,67,"Female","Associate Degree","Good","Yes"
3420,26,"Non-binary","Graduate Degree","Excellent","No"
3421,26,"Non-binary","High School","Bad","Yes"
3422,45,"Female","Bachelor's Degree","Excellent","No"
3423,32,"Female","Bachelor's Degree","Excellent","No"
3424,62,"Non-binary","Graduate Degree","Bad","No"
3425,43,"Female","Bachelor's Degree","Bad","No"
3426,50,"Female","Associate Degree","Terrible","Yes"
3427,18,"Non-binary","High School","Okay","No"
3428,27,"Female","Associate Degree","Good","Yes"
3429,46,"Female","Associate Degree","Good","No"
3430,49,"Male","Associate Degree","Terrible","No"
3431,21,"Non-binary","High School","Good","Yes"
3432,41,"Female","High School","Excellent","No"
3433,33,"Female","Bachelor's Degree","Bad","No"
3434,56,"Male","Bachelor's Degree","Terrible","No"
3435,46,"Male","Bachelor's Degree","Excellent","Yes"
3436,40,"Male","Associate Degree","Good","No"
3437,62,"Non-binary","Associate Degree","Bad","No"
3438,37,"Female","High School","Good","No"
3439,42,"Male","High School","Excellent","No"
3440,40,"Female","Bachelor's Degree","Good","Yes"
3441,43,"Female","Bachelor's Degree","Okay","Yes"
3442,50,"Female","High School","Bad","No"
3443,58,"Non-binary","Associate Degree","Excellent","No"
3444,46,"Female","Bachelor's Degree","Terrible","No"
3445,45,"Male","Associate Degree","Terrible","No"
3446,38,"Female","High School","Bad","No"
3447,62,"Non-binary","Graduate Degree","Good","No"
3448,52,"Male","Associate Degree","Bad","Yes"
3449,34,"Male","High School","Good","No"
3450,47,"Female","Bachelor's Degree","Excellent","No"
3451,25,"Male","Associate Degree","Okay","Yes"
3452,32,"Non-binary","Associate Degree","Okay","No"
3453,18,"Male","High School","Okay","Yes"
3454,25,"Female","Graduate Degree","Good","Yes"
3455,49,"Female","Graduate Degree","Bad","No"
3456,80,"Non-binary","Associate Degree","Okay","Yes"
3457,18,"Male","High School","Terrible","Yes"
3458,43,"Non-binary","Bachelor's Degree","Good","No"
3459,25,"Non-binary","Graduate Degree","Bad","Yes"
3460,36,"Female","Graduate Degree","Terrible","Yes"
3461,55,"Male","Graduate Degree","Terrible","Yes"
3462,20,"Non-binary","Associate Degree","Okay","No"
3463,21,"Non-binary","Associate Degree","Okay","Yes"
3464,39,"Female","Graduate Degree","Good","Yes"
3465,18,"Female","Bachelor's Degree","Excellent","No"
3466,18,"Female","Graduate Degree","Okay","No"
3467,32,"Non-binary","Graduate Degree","Terrible","Yes"
3468,32,"Female","Associate Degree","Okay","No"
3469,18,"Male","Associate Degree","Okay","Yes"
3470,18,"Non-binary","High School","Okay","No"
3471,41,"Non-binary","Graduate Degree","Excellent","Yes"
3472,18,"Female","High School","Bad","No"
3473,67,"Male","Graduate Degree","Okay","Yes"
3474,18,"Female","Associate Degree","Okay","No"
3475,20,"Male","Associate Degree","Terrible","No"
3476,45,"Female","High School","Good","No"
3477,19,"Female","Graduate Degree","Okay","Yes"
3478,36,"Non-binary","Bachelor's Degree","Okay","Yes"
3479,23,"Female","Associate Degree","Bad","Yes"
3480,53,"Non-binary","Graduate Degree","Okay","No"
3481,49,"Non-binary","Graduate Degree","Bad","No"
3482,56,"Female","Associate Degree","Good","No"
3483,47,"Male","Associate Degree","Okay","No"
3484,80,"Female","Bachelor's Degree","Bad","No"
3485,39,"Female","Associate Degree","Okay","No"
3486,44,"Female","Associate Degree","Okay","Yes"
3487,18,"Female","Graduate Degree","Okay","Yes"
3488,33,"Male","Associate Degree","Terrible","No"
3489,59,"Female","Bachelor's Degree","Good","No"
3490,42,"Male","High School","Terrible","Yes"
3491,74,"Female","High School","Excellent","No"
3492,80,"Female","High School","Okay","No"
3493,24,"Female","Bachelor's Degree","Okay","No"
3494,18,"Non-binary","Bachelor's Degree","Excellent","Yes"
3495,63,"Non-binary","Bachelor's Degree","Good","No"
3496,77,"Male","Associate Degree","Terrible","Yes"
3497,60,"Non-binary","Associate Degree","Okay","No"
3498,36,"Male","High School","Terrible","Yes"
3499,44,"Non-binary","Bachelor's Degree","Terrible","Yes"
3500,49,"Male","Bachelor's Degree","Good","No"
3501,50,"Male","Bachelor's Degree","Good","No"
3502,48,"Male","Graduate Degree","Okay","No"
3503,28,"Male","Associate Degree","Okay","Yes"
3504,29,"Male","Bachelor's Degree","Excellent","Yes"
3505,46,"Non-binary","Bachelor's Degree","Excellent","Yes"
3506,26,"Female","Graduate Degree","Terrible","No"
3507,50,"Non-binary","Bachelor's Degree","Excellent","Yes"
3508,49,"Female","High School","Okay","Yes"
3509,30,"Male","High School","Okay","No"
3510,36,"Male","Graduate Degree","Good","No"
3511,41,"Non-binary","High School","Okay","Yes"
3512,80,"Female","Associate Degree","Excellent","Yes"
3513,25,"Male","Associate Degree","Okay","No"
3514,29,"Female","Associate Degree","Good","Yes"
3515,73,"Male","Graduate Degree","Okay","No"
3516,18,"Male","Bachelor's Degree","Okay","Yes"
3517,63,"Non-binary","Bachelor's Degree","Good","No"
3518,18,"Female","Graduate Degree","Bad","Yes"
3519,49,"Non-binary","Bachelor's Degree","Terrible","No"
3520,41,"Male","High School","Excellent","Yes"
3521,33,"Non-binary","High School","Excellent","Yes"
3522,21,"Female","Graduate Degree","Bad","Yes"
3523,47,"Male","Graduate Degree","Okay","Yes"
3524,18,"Female","Bachelor's Degree","Terrible","No"
3525,42,"Female","High School","Okay","Yes"
3526,30,"Male","Bachelor's Degree","Okay","Yes"
3527,64,"Female","Associate Degree","Okay","No"
